book_name,book_url,source_list,author,rating,synopsis,pages,pub_date,genres,img_url,data_source,genres_clean
Inventing Adulthoods,http://books.google.de/books?id=x5hIAAAAYAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Sheila Henderson,3.5,"′The series Youth: Perspectives and Practice provides a distinctive and rare combination of expert commentary, new research, original theorising and critical reflection on how we should understand youth and work with young people. These books deserve a wide readership ... the way they are written and organised will make them particularly appealing to students′ - Professor Robert MacDonald, University of Teesside Inventing Adulthoods offers a ground-breaking new perspective on young peoples′ experiences of growing up at the turn of the 21st century, arguing that a biographical approach is vital to understanding the holistic and dynamic character of their lives. Based on a study of a diverse group of young people over a 10 year period, the book explores high profile policy issues: education, employment, drugs, cultures of violence and well-being. It also considers the significance of those things that mean most to young people themselves: mobility, home, belonging, intimacy and social life. The book is written in a lively and engaging style and, through case studies and interviews, examines: "" the impact that social factors such as gender, class, sexuality, religion, disability and family have on life opportunities; and "" connections between young people′s lives, social policy frameworks and practice applications. Inventing Adulthoods is an invaluable resource to anyone interested in the lives of young people. Thought-provoking yet accessible, this book is ideal for students in youth studies and education, as it is for youth workers, social workers and other practitioners. Inventing Adulthoods is the set book for the Open University course Youth: Perspectives and Practice (KE308). Sheila Henderson is a Visiting Fellow at London South Bank University. Janet Holland is Professor of Social Research and Co-director of the Families and Social Capital ESRC Research Group at London South Bank University. Sheena McGrellis is a Senior Research Fellow in the Families Group, but is based at University of Ulster. Sue Sharpe is a Visiting Fellow at London South Bank University. Rachel Thomson is Professor of Social Research in the Faculty of Health and Social Care at The Open University.",204.0,2007,Family & Relationships,http://books.google.com/books/content?id=x5hIAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
The Northern Devil,http://books.google.de/books?id=oYYQNAEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Diane Whiteside,3.89,"Taking Lucas to bed and submitting to his tender, hungry desires may be Rachel's only hope of holding onto her inheritance.",296.0,2007,Inheritance and succession,https://covers.openlibrary.org/b/id/1416813-L.jpg,google_books,['historical']
Chinese Theories of Fiction,https://play.google.com/store/books/details?id=uttmubGXucIC&source=gbs_api,Best Historical Fiction,Ming Dong Gu,4.0,"In this innovative work, Ming Dong Gu examines Chinese literature and traditional Chinese criticism to construct a distinctly Chinese theory of fiction and places it within the context of international fiction theory. He argues that because Chinese fiction, or xiaoshuo, was produced in a tradition very different from that of the West, it has formed a system of fiction theory that cannot be adequately accounted for by Western fiction theory grounded in mimesis and realism. Through an inquiry into the macrocosm of Chinese fiction, the art of formative works, and theoretical data in fiction commentaries and intellectual thought, Gu explores the conceptual and historical conditions of Chinese fiction in relation to European and world fiction. In the process, Gu critiques and challenges some accepted views of Chinese fiction and provides a theoretical basis for fresh approaches to fiction study in general and Chinese fiction in particular. Such masterpieces as the Jin Ping Mei (The Plum in the Golden Vase) and the Hongloumeng (The Story of the Stone) are discussed at length to advance his notion of fiction and fiction theory.",304.0,2007,Literary Criticism,http://books.google.com/books/content?id=uttmubGXucIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books,['literary']
Self's Deception,http://books.google.de/books?id=yruzAAAAIAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Bernhard Schlink,3.7,"Hired to find Leo Salger, private detective Gerhard Self traces the girl to the psych ward of a local hospital where he is told she died following a fatal fall, only to discover that Leo is very much alive.",356.0,2007,Fiction,http://books.google.com/books/content?id=yruzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
"The Life and Adventures of Robinson Crusoe, of York, Mariner",http://books.google.de/books?id=zYxERwAACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Daniel Defoe,3.69,"Daniel Defoe (1659/1661-1731) was an English writer, journalist and spy, who gained enduring fame for his novel Robinson Crusoe (1719). Defoe is notable for being one of the earliest practitioners of the novel and helped popularise the genre in Britain. In some texts he is even referred to as one of the founders, if not the founder, of the English novel. A prolific and versatile writer, he wrote over five hundred books, pamphlets, and journals on various topics (including politics, crime, religion, marriage, psychology and the supernatural). He is also a pioneer of economic journalism. His most famous novel, Robinson Crusoe (1719), tells of a man's shipwreck on a desert island and his subsequent adventures. He also wrote Captain Singleton (1720), which portrays the redemptive power of one man's love for another; and Moll Flanders (1722), a picaresque first-person narration of the fall and eventual redemption of a lone woman in 17th century England.",260.0,2007,Fiction,http://books.google.com/books/content?id=zYxERwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Adventures in Extreme Grace Series,http://books.google.de/books?id=9QvWAQAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Sheryl M. Malinics,4.5,Now all they have to do is figure out how this radical change in their lives will transform their normally humdrum lives on summer break into the adventure of a lifetime.,212.0,2006,Christian life,http://books.google.com/books/content?id=9QvWAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Klassische Texte zum Raum,http://books.google.de/books?id=CxCjSwAACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,Books You Should Read,Ulf Heuner,4.0,"Anhand der Bände dieser Reihe soll sich der Leser einen Überblick über die historische Diskussion und Entwicklung von Themen und Begriffen verschaffen, die in den philosophischen und kulturwissenschaftlichen Debatten unserer Zeit von großer Aktualität sind. Die einzelnen Bände werden von den Herausgebern eingeleitet und mit einer Bibliographie versehen. Dieser Band enthält Texte zur Theorie des Raumes von der griechischen Antike bis zum Anfang des 20. Jahrhunderts. Die ausgewählten Autoren widmen sich in der Regel mehreren Aspekten des Raumes zugleich. Ganz alltägliche Raumerfahrungen wie unsere Orientierung nach oben und unten, links und rechts nehmen Denker wie Aristoteles, Descartes, Pascal, Kant oder Mach zum Ausgangspunkt ihrer Überlegungen. Die Lektüre der Texte wird daher erweisen, dass der Raum ein philosophisches Thema ist, bei dem jeder gleich auf Augenhöhe mit den Philosophen denken kann. Nicht zuletzt deshalb, weil es der Raum (neben der Zeit) ist, der jeden Menschen mit philosophischen Fragen konfrontiert: Muss der (Welt- ) Raum nicht einmal an ein Ende kommen, aber was ist dann dahinter? Kann man Räume und Körper unendlich teilen oder gibt es etwas Unteilbares? Gibt es nicht-materielle Entitäten, die (auch) außerhalb unseres Raumes existieren bzw. sind? Mit Texten von Platon, Aristoteles, Euklid, Descartes, Leibniz, Pascal, Kant, Newton, Mach und Scheler.",148.0,2006,Raum - Philosophie - Geschichte - Quelle,http://books.google.com/books/content?id=CxCjSwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
There's No Toilet Paper ... on the Road Less Traveled,http://books.google.de/books?id=Bi0XAQAAMAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,Young Adult,Doug Lansky,3.62,"This collection captures the wackiest experiences of writers whose travels took a detour, such as Dave Barry vainly trying to learn more Japanese than how to order a beer, and Mary Roach, who discovers that utilizing an Antarctic outhouse at the very moment a seal chooses to use its opening as a blowhole may not be the best way to start the day.",220.0,2005,Humor,http://books.google.com/books/content?id=Bi0XAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (adult)",http://books.google.de/books?id=J6LPEffCfWMC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,Best Epic Fantasy,C. S. Lewis,4.23,"The new adult softcover edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert!",268.0,2005,Fiction,http://books.google.com/books/content?id=J6LPEffCfWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
Death of an Ancient King,http://books.google.de/books?id=gucbAQAAIAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,Best Book Boyfriends,Laurent Gaudé,3.92,"A fable about the blindness of war, from a popular writer dubbed ""le chouchou des libraires'"" (""the darling of the booksellers"") by the French press.",264.0,2004,Fiction,http://books.google.com/books/content?id=gucbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
"J.J., Some Jottings",http://books.google.de/books?id=d6IpAQAAIAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Cuntara Rāmacāmi,4.0,"Structured As A Biography Of A Fictional Malayalam Writer-It Is At One Level A Critique Of The World Of Tamil Letters And On Another, A Novel Of Ideas Engaged With The Burning Questions Of To Bring And Existece. Represents The Best Of Tamil Writing Even To-Day, More Than 20 Years After Its First Apperance.",196.0,2003,Fiction,http://books.google.com/books/content?id=d6IpAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books,['fiction']
The Damned (La Bas),http://books.google.de/books?id=e-wZ0QEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,Best Books Ever,Joris-Karl Huysmans,3.85,"Joris-Karl Huysmans' shocking novel of an innocent's descent into a world of depraved, blasphemous rituals Durtal, a shy, censorious man, is writing a biography of Gilles de Rais, the monstrous fifteenth-century child-murderer thought to be the original for 'Bluebeard'. Bored and disgusted by the vulgarity of everyday life, Durtal seeks spiritual solace by immersing himself in another age. But when he starts asking questions about Gilles's involvement in satanic rituals and is introduced to the exquisitely evil madame Chantelouve, he is soon drawn into a twilight world of black magic and erotic devilry in fin-de- siècle Paris. Published in 1891, The Damned cemented Huysmans's reputation as a writer at the forefront of the avant-garde and as one of the most challenging and innovative figures in European literature. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",0.0,2002,Fiction,figures/missingcover.png,google_books,['fiction']
